dataset,model,n_features,n_samples,backend,library,computation_type,approximator,budget,n_eval,runtime_s,n_model_evals,mean_abs_diff,relative_mae,sign_agreement,mean_sample_rho,reference_backend
gisette,decision_tree,32,1000,lightshap_approx,lightshap,approximation,kernel,512.0,100,173.1144,613105900.0,0.0045986379737566,0.1776573694344557,0.8981713875941197,0.9299416999039776,shap_true_value
gisette,decision_tree,32,1000,lightshap_approx,lightshap,approximation,permutation,512.0,100,160.8356,574482700.0,0.0039522188993167,0.1526845159563975,0.9555396199354608,0.9638692991773388,shap_true_value
gisette,decision_tree,32,1000,dalex_approx,dalex,approximation,permutation,512.0,100,30.6232,10580301.0,0.0092671703237864,0.3580149407760427,0.9129297458893872,0.89042859539165,shap_true_value
gisette,linear_regularized,32,1000,shap_true_value,shap,true_value,,,100,0.0034,,,,,,
gisette,linear_regularized,32,1000,shap_approx,shap,approximation,kernel,512.0,100,1.9164,10240300.0,0.219809791001263,0.6022696530461057,1.0,0.7880728674984574,shap_true_value
gisette,linear_regularized,32,1000,shap_approx,shap,approximation,permutation,512.0,100,4.7581,7374881.0,0.0262475310264447,0.0719171395077799,0.99875,0.9954692082111436,shap_true_value
gisette,linear_regularized,32,1000,shapiq_approx,shapiq,approximation,kernel,512.0,100,6.63,5120201.0,0.0363885716097361,0.0997031674449534,0.9840625,0.9926246334310848,shap_true_value
gisette,linear_regularized,32,1000,shapiq_approx,shapiq,approximation,permutation,512.0,100,25.1851,4980201.0,0.0308048523198605,0.0844040096408276,0.989375,0.9941935483870966,shap_true_value
gisette,linear_regularized,32,1000,lightshap_approx,lightshap,approximation,kernel,512.0,100,0.6716,2480300.0,0.0262475310264444,0.0719171395077791,0.99875,0.9954692082111436,shap_true_value
gisette,linear_regularized,32,1000,lightshap_approx,lightshap,approximation,permutation,512.0,100,0.9557,3600300.0,0.0262475310264447,0.0719171395077799,0.99875,0.9954692082111436,shap_true_value
gisette,linear_regularized,32,1000,dalex_approx,dalex,approximation,permutation,512.0,100,29.4797,10580301.0,0.0262475310264447,0.0719171395077799,0.99875,0.9954692082111436,shap_true_value
gisette,gradient_boosting,32,1000,shap_true_value,shap,true_value,,,100,0.3411,,,,,,
gisette,gradient_boosting,32,1000,shap_approx,shap,approximation,kernel,512.0,100,7.2769,10240300.0,0.1856782461475845,0.4912438164184788,0.999,0.790586304412435,shap_true_value
gisette,gradient_boosting,32,1000,shap_approx,shap,approximation,permutation,512.0,100,8.5066,7376143.0,0.0434437974121007,0.1149380570057114,0.98,0.9912866568914956,shap_true_value
gisette,gradient_boosting,32,1000,shapiq_approx,shapiq,approximation,kernel,512.0,100,22.0761,5120201.0,0.1016361502957148,0.2688959605836873,0.899375,0.9412463343108504,shap_true_value
gisette,gradient_boosting,32,1000,shapiq_approx,shapiq,approximation,permutation,512.0,100,79.3752,4980201.0,0.0628931493177029,0.1663946710959793,0.9621875,0.9823057184750732,shap_true_value
gisette,gradient_boosting,32,1000,lightshap_approx,lightshap,approximation,kernel,512.0,100,47.5927,61541500.0,0.0456595305545251,0.1208001610896994,0.970625,0.9891092375366568,shap_true_value
gisette,gradient_boosting,32,1000,lightshap_approx,lightshap,approximation,permutation,512.0,100,47.2887,60579500.0,0.0387899403201448,0.1026254756110042,0.9828125,0.9935337243401758,shap_true_value
gisette,gradient_boosting,32,1000,dalex_approx,dalex,approximation,permutation,512.0,100,81.2875,10580301.0,0.0552140180846842,0.1460782053173871,0.9665625,0.9851136363636366,shap_true_value
